Specialty_Dist_Rep,Common_Grp_Id,Common_Grp_Desc,Common_Entity_Id,Common_Entity_Desc,Customer_No,Customer_Name,Active_Status,Primary_Secondary,Cmpny_Cd,Sales_Org,Dea_Number,Address,City,State,ZIP,Acc_340B_Id,Mpb_Account_Class_Desc,Mck_Account_Class_Desc
BENNETT CORLEY,21230,CHRISTUS,2062,CHRISTUS HEALTH LA,122,CHRISTUS SPEC PHY PHS MPB,Active,SECONDARY,8545,8000|8545,FC0264224,800 E DAWSON ST STE 100,TYLER,TX,75701,DSH450102,PHS,PHS/340B Acct
MARY BERRESFORD,348,COMP CARE CENTER,348,COMP CARE CENTER,791769,CAREMARK NC SP/CCHD21 PHS,Active,SECONDARY,8545,8000|8545,FC1404918,10700 WORLD TRADE BLV 110,RALEIGH,NC,27617,STD34221,PHS,PHS Contract Pharmacy
MARY BERRESFORD,348,COMP CARE CENTER,348,COMP CARE CENTER,791791,CAREMARK NV SP/CCHD21 PHS,Active,SECONDARY,8545,8000|8545,FC8994089,7251 SOUTH EASTERN AVE,LAS VEGAS,NV,89119,STD34221,PHS,PHS Contract Pharmacy
MARY BERRESFORD,348,COMP CARE CENTER,348,COMP CARE CENTER,791792,CVS CRMRK2921/CCHTD21 PHS,Active,SECONDARY,8545,8000|8545,BS6907224,105 MALL BOULEVARD,MONROEVILLE,PA,15146,STD34221,PHS,PHS Contract Pharmacy
MARY BERRESFORD,1468,NEBRASKA MED CTR OMAHA,1468,NEBRASKA MED CTR OMAHA,791796,WALG 15443/NE MD CNTR PHS,Active,SECONDARY,8545,8000|8545,BI9716587,10530 JOHN W ELLIOTT #100,FRISCO,TX,75033,DSH280013,PHS,PHS Contract Pharmacy
MARY BERRESFORD,1468,NEBRASKA MED CTR OMAHA,1468,NEBRASKA MED CTR OMAHA,791801,WALG 16287/NE MD CNTR PHS,Active,SECONDARY,8545,8000|8545,BF8715661,130 ENTERPRISE DR,PITTSBURGH,PA,15275,DSH280013,PHS,PHS Contract Pharmacy
MARY BERRESFORD,1468,NEBRASKA MED CTR OMAHA,1468,NEBRASKA MED CTR OMAHA,791802,WALG 15438/NE MD CNTR PHS,Active,SECONDARY,8545,8000|8545,FO1120500,41460 HAGGERTY CIR S,CANTON,MI,48188,DSH280013,PHS,PHS Contract Pharmacy
MARY BERRESFORD,1468,NEBRASKA MED CTR OMAHA,1468,NEBRASKA MED CTR OMAHA,791804,CYSTIC FIBR SVC/NEMDC PHS,Active,SECONDARY,8545,8000|8545,FC6609107,10530 JOHN W ELLIOTT #200,FRISCO,TX,75033,DSH280013,PHS,PHS Contract Pharmacy
MARY BERRESFORD,1468,NEBRASKA MED CTR OMAHA,1468,NEBRASKA MED CTR OMAHA,791807,WALG 16270/NE MD CNTR PHS,Active,SECONDARY,8545,8000|8545,FW4790122,240 S 77TH,OMAHA,NE,68114,DSH280013,PHS,PHS Contract Pharmacy
MARY BERRESFORD,1468,NEBRASKA MED CTR OMAHA,1468,NEBRASKA MED CTR OMAHA,791808,WALG 02472/NE MD CNTR PHS,Active,SECONDARY,8545,8000|8545,BW8998734,18040 R PLAZA,OMAHA,NE,68135,DSH280013,PHS,PHS Contract Pharmacy
MARY BERRESFORD,1468,NEBRASKA MED CTR OMAHA,1468,NEBRASKA MED CTR OMAHA,791811,WALG 03621/NE MD CNTR PHS,Active,SECONDARY,8545,8000|8545,AW3987421,9001 BLONDO ST,OMAHA,NE,68134,DSH280013,PHS,PHS Contract Pharmacy
KATY MCCASH,35000,KAISER PERMANENTE CA,35000,KAISER PERMANENTE CA,792932,KAISER HOSP PHCY #59A MPB,Active,SECONDARY,8545,8000|8545,BK5868130,1600 EUREKA ROAD,ROSEVILLE,CA,95661,0,GPO,GPO Acct.
BENNETT CORLEY,72859,OREGON HLTH SCIENCE CTR,72859,OREGON HLTH SCIENCE CTR,792933,WALG#15438/OHSU PHS MPB,Active,SECONDARY,8545,8000|8545,FO1120500,41460 HAGGARTY CIRCLE SOUTH,CANTON,MI,48188,DSH380009,PHS,PHS Contract Pharmacy
BENNETT CORLEY,73248,ST CLAIRE MED CTR MOREHEAD KY,73248,ST CLAIRE MED CTR MOREHEAD KY,792939,UNIV KY HOSP WAC A34 MPB,Active,SECONDARY,8545,8000|8545,FU4873813,1000 S LIMESTONE S,LEXINGTON,KY,40536,DSH180067,WAC,WAC Acct.
KATY MCCASH,40375,LINDSEY HOUSE SURG CTR,40375,LINDSEY HOUSE SURG CTR,792942,LNDSY HSE QUATELA GPO MPB,Active,SECONDARY,8545,8000|8545,AQ1195812,"973 EAST AVE, STE 100",ROCHESTER,NY,14607,0,GPO,GPO Acct.
BENNETT CORLEY,1830,NEW YORK PRESBYTERIAN HOSP NY,1830,NEW YORK PRESBYTERIAN HOSP NY,792946,NY PRESBY HSP QNS PHS MPB,Active,SECONDARY,8545,8000|8545,FN5576737,56-45 MAIN ST,FLUSHING,NY,11355,DSH330055,PHS,PHS/340B Acct
BENNETT CORLEY,72778,NY PRESBYTERIAN HOSP,72778,NY PRESBYTERIAN HOSP,792947,NY PRESBY HSP WACA34 MPB,Active,SECONDARY,8545,8000|8545,FN5576737,56-45 MAIN ST,FLUSHING,NY,11355,DSH330055,WAC,WAC Acct.
BENNETT CORLEY,456,FLETCHER ALLEN HC VT,456,FLETCHER ALLEN HC VT,792961,WALG 15443/UVMC PHS MPB,Active,SECONDARY,8545,8000|8545,BI9716587,10530 JOHN ELLIOTT #100,FRISCO,TX,75033,DSH470003,PHS,PHS Contract Pharmacy
BENNETT CORLEY,456,FLETCHER ALLEN HC VT,456,FLETCHER ALLEN HC VT,792962,CYSTIC FIB/UVMC PHS MPB,Active,SECONDARY,8545,8000|8545,FC6609107,"10530 JOHN W ELLIOTT DR, STE 200",FRISCO,TX,75033,DSH470003,PHS,PHS Contract Pharmacy
BENNETT CORLEY,456,FLETCHER ALLEN HC VT,456,FLETCHER ALLEN HC VT,792963,WALG#16287/UVMC PHS MPB,Active,SECONDARY,8545,8000|8545,BF8715661,130 ENTERPRISE DR,PITTSBURGH,PA,15275,DSH470003,PHS,PHS Contract Pharmacy
KATY MCCASH,73107,STAMFORD HEALTH CT,73107,STAMFORD HEALTH CT,792968,STAMFORD HOSP PHS MPB,Active,SECONDARY,8545,8000|8545,AS2383278,ONE HOSPITAL PLAZA,STAMFORD,CT,6902,DSH070006,PHS,PHS/340B Acct
BENNETT CORLEY,72192,COOK CHILDRENS MED CTR TX,72192,COOK CHILDRENS MED CTR TX,792971,ACCREDO MEM/CCMC PHS MPB,Active,SECONDARY,8545,8000|8545,BA9451167,"1620 CENTURY CENTER PKWY,STE109",MEMPHIS,TN,38134,PED453300-00,PHS,PHS Contract Pharmacy
MARY BERRESFORD,72433,LICKING MEM HOSP,72433,LICKING MEM HOSP,792980,LICKING CIMP PHS MPB,Active,SECONDARY,8545,8000|8545,AL2828448,1320 W MAIN ST,NEWARK,OH,43055,DSH360218,PHS,PHS/340B Acct
MARY BERRESFORD,72433,LICKING MEM HOSP,72433,LICKING MEM HOSP,792981,LICKING CIMP WACA34 MPB,Active,SECONDARY,8545,8000|8545,AL2828448,1320 W MAIN ST,NEWARK,OH,43055,DSH360218,WAC,WAC Acct.
KATY MCCASH,73107,STAMFORD HEALTH CT,73107,STAMFORD HEALTH CT,792990,STAMFORD HOSP WACA34 MPB,Active,SECONDARY,8545,8000|8545,AS2383278,ONE HOSPITAL PLAZA,STAMFORD,CT,6902,DSH070006,WAC,WAC Acct.
MARY BERRESFORD,755,HENRY FORD HOSPITAL MI,755,HENRY FORD HOSPITAL MI,792995,HF ALLEGIANCE7371 PHS MPB,Active,SECONDARY,8545,8000|8545,AW3044699,205 NORTH EAST AVE,JACKSON,MI,49201,DSH230092,PHS,PHS/340B Acct
MARY BERRESFORD,755,HENRY FORD HOSPITAL MI,755,HENRY FORD HOSPITAL MI,792996,HF ALGNCE7371 WACA34 MPB,Active,SECONDARY,8545,8000|8545,AW3044699,205 NORTH EAST AVE,JACKSON,MI,49201,DSH230092,WAC,WAC Acct.
BENNETT CORLEY,40848,UNIV OF TEXAS SW UNIV HOSP,40848,UNIV OF TEXAS SW UNIV HOSP,793001,UTMB CMC PHMCY PHS MPB,Active,SECONDARY,8545,8000|8545,BT2530461,2400 AVENUE I,HUNTSVILLE,TX,77340,DSH450018A,PHS,PHS/340B Acct
BENNETT CORLEY,72859,OREGON HLTH SCIENCE CTR,72859,OREGON HLTH SCIENCE CTR,793004,OHSU HEMOPHILIA PHS MPB,Active,SECONDARY,8545,8000|8545,,"707 SW GAINES ST, RM 1133",PORTLAND,OR,97239,HM8477,PHS,PHS/340B Acct
BENNETT CORLEY,73322,UNIV OF CALIF SAN DIEGO,73322,UNIV OF CALIF SAN DIEGO,793012,CRMRK IL/UCSD MC PHS MPB,Active,SECONDARY,8545,8000|8545,FC0059736,800 BIERMANN CT STE B,MOUNT PROSPECT,IL,60056,DSH050025,PHS,PHS Contract Pharmacy
MARY BERRESFORD,901,FROEDTERT MEM LUTHERAN HSP WI,901,FROEDTERT MEM LUTHERAN HSP WI,793021,WALG#16287/FRDTRT PHS MPB,Active,SECONDARY,8545,8000|8545,BF8715661,130 ENTERPRISE DRIVE,PITTSBURGH,PA,15275,DSH520177,PHS,PHS Contract Pharmacy
MARY BERRESFORD,1411,UNIV SPECIALTY CLINICS SC,1411,UNIV SPECIALTY CLINICS SC,793770,LONGS/PRISMA USC RW PHS,Active,SECONDARY,8545,8000|8545,FL4358342,1216 WEST MAIN ST,LEXINGTON,SC,29072,RWII292030,PHS,PHS Contract Pharmacy
MARY BERRESFORD,1411,UNIV SPECIALTY CLINICS SC,1411,UNIV SPECIALTY CLINICS SC,793780,LONGS/PRISMA USC STD PHS,Active,SECONDARY,8545,8000|8545,FL4358342,1216 WEST MAIN ST,LEXINGTON,SC,29072,STD292033,PHS,PHS Contract Pharmacy
MARY BERRESFORD,91,OKLAHOMA COMM HLTH SRV VAR OK,91,OKLAHOMA COMM HLTH SRV VAR OK,794825,VARIETY CARE PHY 721 PHS,Active,SECONDARY,8545,8000|8545,FV7757492,721 W. BRITTON ROAD,OKLAHOMA CITY,OK,73114,CH06362S,PHS,PHS/340B Acct
MARY BERRESFORD,1205,UNIV OF MIAMI HOSP FL,1205,UNIV OF MIAMI HOSP FL,795689,CAREMARK FL SP/UMIAMI PHS,Active,SECONDARY,8545,8000|8545,FC0098916,7930 WOODLAND CTR STE 500,TAMPA,FL,33614,CAN100079-00,PHS,PHS Contract Pharmacy
MARY BERRESFORD,1205,UNIV OF MIAMI HOSP FL,1205,UNIV OF MIAMI HOSP FL,795691,CAREMARK KS SP/UMIAMI PHS,Active,SECONDARY,8545,8000|8545,BL7438941,11162 RENNER BLVD,LENEXA,KS,66219,CAN100079-00,PHS,PHS Contract Pharmacy
MARY BERRESFORD,1205,UNIV OF MIAMI HOSP FL,1205,UNIV OF MIAMI HOSP FL,795694,CAREMARK MI SP/UMIAMI PHS,Active,SECONDARY,8545,8000|8545,FC0002802,1307-H ALLEN DRIVE,TROY,MI,48083,CAN100079-00,PHS,PHS Contract Pharmacy
MARY BERRESFORD,1205,UNIV OF MIAMI HOSP FL,1205,UNIV OF MIAMI HOSP FL,795695,CAREMARK NJ SP/UMIAMI PHS,Active,SECONDARY,8545,8000|8545,FC0275304,180 PASSAIC AVE,FAIRFIELD,NJ,7004,CAN100079-00,PHS,PHS Contract Pharmacy
MARY BERRESFORD,1205,UNIV OF MIAMI HOSP FL,1205,UNIV OF MIAMI HOSP FL,795696,CAREMARK NC SP/UMIAMI PHS,Active,SECONDARY,8545,8000|8545,FC1404918,10700 WORLD TRADE BLV 110,RALEIGH,NC,27617,CAN100079-00,PHS,PHS Contract Pharmacy
MARY BERRESFORD,1205,UNIV OF MIAMI HOSP FL,1205,UNIV OF MIAMI HOSP FL,795697,CAREMARK IL SP/UMIAMI PHS,Active,SECONDARY,8545,8000|8545,FC0059736,800 BIERMANN CT STE B,MOUNT PROSPECT,IL,60056,CAN100079-00,PHS,PHS Contract Pharmacy
MARY BERRESFORD,1205,UNIV OF MIAMI HOSP FL,1205,UNIV OF MIAMI HOSP FL,795698,CAREMARK TN SP/UMIAMI PHS,Active,SECONDARY,8545,8000|8545,BC9505960,8370 WOLF LAKE DR STE 107,BARTLETT,TN,38133,CAN100079-00,PHS,PHS Contract Pharmacy
MARY BERRESFORD,1205,UNIV OF MIAMI HOSP FL,1205,UNIV OF MIAMI HOSP FL,795699,ADV CARE SCRPT/UMIAMI PHS,Active,SECONDARY,8545,8000|8545,BA9369263,6251 CHANCELLOR DR #101,ORLANDO,FL,32809,CAN100079-00,PHS,PHS Contract Pharmacy
BENNETT CORLEY,2009,UCLA MEDICAL CENTER CA,2009,UCLA MEDICAL CENTER CA,796509,CAREMARK FL SP/RRUCLA PHS,Active,SECONDARY,8545,8000|8545,FC0098916,7930 WOODLAND CTR STE 500,TAMPA,FL,33614,DSH050262,PHS,PHS Contract Pharmacy
BENNETT CORLEY,2009,UCLA MEDICAL CENTER CA,2009,UCLA MEDICAL CENTER CA,796510,CAREMARK KS SP/RRUCLA PHS,Active,SECONDARY,8545,8000|8545,BL7438941,11162 RENNER BLVD,LENEXA,KS,66219,DSH050262,PHS,PHS Contract Pharmacy
BENNETT CORLEY,2009,UCLA MEDICAL CENTER CA,2009,UCLA MEDICAL CENTER CA,796511,CAREMARK CA SP/RRUCLA PHS,Active,SECONDARY,8545,8000|8545,BC3683580,1127 BRYN MAWR AVE STE A,REDLANDS,CA,92374,DSH050262,PHS,PHS Contract Pharmacy
BENNETT CORLEY,2009,UCLA MEDICAL CENTER CA,2009,UCLA MEDICAL CENTER CA,796512,CAREMARK MA SP/RRUCLA PHS,Active,SECONDARY,8545,8000|8545,BC9420491,25 BIRCH ST BLDG B STE100,MILFORD,MA,1757,DSH050262,PHS,PHS Contract Pharmacy
BENNETT CORLEY,2009,UCLA MEDICAL CENTER CA,2009,UCLA MEDICAL CENTER CA,796513,CAREMARK MI SP/RRUCLA PHS,Active,SECONDARY,8545,8000|8545,FC0002802,1307-H ALLEN DRIVE,TROY,MI,48083,DSH050262,PHS,PHS Contract Pharmacy
BENNETT CORLEY,2009,UCLA MEDICAL CENTER CA,2009,UCLA MEDICAL CENTER CA,796514,CAREMARK NJ SP/RRUCLA PHS,Active,SECONDARY,8545,8000|8545,FC0275304,180 PASSAIC AVE,FAIRFIELD,NJ,7004,DSH050262,PHS,PHS Contract Pharmacy
BENNETT CORLEY,2009,UCLA MEDICAL CENTER CA,2009,UCLA MEDICAL CENTER CA,796515,CAREMARK NC SP/RRUCLA PHS,Active,SECONDARY,8545,8000|8545,FC1404918,10700 WORLD TRADE BLV 110,RALEIGH,NC,27617,DSH050262,PHS,PHS Contract Pharmacy
BENNETT CORLEY,2009,UCLA MEDICAL CENTER CA,2009,UCLA MEDICAL CENTER CA,796517,CAREMARK IL SP/RRUCLA PHS,Active,SECONDARY,8545,8000|8545,FC0059736,800 BIERMANN CT STE B,MOUNT PROSPECT,IL,60056,DSH050262,PHS,PHS Contract Pharmacy
BENNETT CORLEY,2009,UCLA MEDICAL CENTER CA,2009,UCLA MEDICAL CENTER CA,796518,CAREMARK TN SP/RRUCLA PHS,Active,SECONDARY,8545,8000|8545,BC9505960,8370 WOLF LAKE DR STE 107,BARTLETT,TN,38133,DSH050262,PHS,PHS Contract Pharmacy
BENNETT CORLEY,2009,UCLA MEDICAL CENTER CA,2009,UCLA MEDICAL CENTER CA,796519,CAREPLSCVS2801/RRUCLA PHS,Active,SECONDARY,8545,8000|8545,FP1086227,8607 SANTA MONICA BLVD,WEST HOLLYWOOD,CA,90069,DSH050262,PHS,PHS Contract Pharmacy
BENNETT CORLEY,2009,UCLA MEDICAL CENTER CA,2009,UCLA MEDICAL CENTER CA,796520,CVS CRMRK2921/RR UCLA PHS,Active,SECONDARY,8545,8000|8545,BS6907224,105 MALL BLVD,MONROEVILLE,PA,15146,DSH050262,PHS,PHS Contract Pharmacy
MARY BERRESFORD,1219,BETH ISRAEL DEACONESS MC MA,1219,BETH ISRAEL DEACONESS MC MA,796802,CAREMARK PA MAIL/BIDM PHS,Active,SECONDARY,8545,8000|8545,BC9180061,ONE GREAT VALLEY BLVD,WILKES BARRE,PA,18706,DSH220086,PHS,PHS Contract Pharmacy
KATY MCCASH,40461,PRISMA HEALTH,40461,PRISMA HEALTH,796935,PRISMA GHS PCSC OWN USE,Active,SECONDARY,8545,8000|8545,FG6318857,701 GROVE ROAD,GREENVILLE,SC,29605,0,GPO,GPO Acct.
BENNETT CORLEY,40018,NORTHWELL HEALTH,40019,NORTHWELL HEALTH,798126,VIVO HLTH PHCY SI PHS MPB,Active,SECONDARY,8545,8000|8545,FS7675032,475 SEAVIEW AVENUE,STATEN ISLAND,NY,10305,DSH330160,PHS,PHS/340B Acct
KATY MCCASH,21373,TRINITY HEALTH,21373,TRINITY HEALTH,798134,MERCY HOSPITAL PHS MPB,Active,SECONDARY,8545,8000|8545,BM5702560,271 CAREW ST,SPRINGFIELD,MA,1104,DSH220066,PHS,PHS/340B Acct
KATY MCCASH,21373,TRINITY HEALTH,21373,TRINITY HEALTH,798135,MERCY HOSPITAL WACA34 MPB,Active,SECONDARY,8545,8000|8545,BM5702560,271 CAREW ST,SPRINGFIELD,MA,1104,DSH220066,WAC,WAC Acct.
BENNETT CORLEY,72480,MD ISSUE,72506,TEXAS CHILDRENS HOSP,798151,CYS FIB/TX CHILDS PHS MPB,Active,SECONDARY,8545,8000|8545,FC6609107,"10530 JOHN W ELLIOTT DRIVE,STE200",FRISCO,TX,75033,PED453304-00,PHS,PHS Contract Pharmacy
BENNETT CORLEY,72480,MD ISSUE,72506,TEXAS CHILDRENS HOSP,798152,WALG#15443/TX CHD PHS MPB,Active,SECONDARY,8545,8000|8545,BI9716587,10530 JOHN W ELLIOTT DR #100,FRISCO,TX,75033,PED453304-00,PHS,PHS Contract Pharmacy
BENNETT CORLEY,21207,ALLSPIRE,21207,ALLSPIRE,798161,JFK MEDICAL CTR GPO MPB,Active,SECONDARY,8545,8000|8545,BJ0657481,65 JAMES STREET,EDISON,NJ,8820,0,GPO,GPO Acct.
KATY MCCASH,40260,HC PHARMACY,40260,HC PHARMACY,798168,HC PHCY ALTOO CC PHS MPB,Active,SECONDARY,8545,8000|8545,PR0044052,"3175 EAST CARSON ST, STE 200",PITTSBURGH,PA,15203,DSH390073M,PHS,PHS/340B Acct
BENNETT CORLEY,73322,UNIV OF CALIF SAN DIEGO,73322,UNIV OF CALIF SAN DIEGO,798176,ACCREDO MEM/UCSD PHS MPB,Active,SECONDARY,8545,8000|8545,BA9451167,1620 CENTURY CENTER PKWY # 109,MEMPHIS,TN,38134,DSH050025,PHS,PHS Contract Pharmacy
BENNETT CORLEY,72722,UNC HOSPITAL,72722,UNC HOSPITAL,798200,UNC PITTSBORO INF PHS MPB,Active,SECONDARY,8545,8000|8545,,"75 FREEDOM PARKWAY, STE B",PITTSBORO,NC,27312,DSH340061BV,PHS,PHS/340B Acct
BENNETT CORLEY,72722,UNC HOSPITAL,72722,UNC HOSPITAL,798201,UNC THERP INF CTR PHS MPB,Active,SECONDARY,8545,8000|8545,,100 EASTOWNE DR,CHAPEL HILL,NC,27514,DSH340061AV,PHS,PHS/340B Acct
KATY MCCASH,35000,KAISER PERMANENTE CA,35000,KAISER PERMANENTE CA,798208,KAISER FNDTN HOSP IP MPB,Active,SECONDARY,8545,8000|8545,AK6149872,6041 CADILLAC AVE RM 2081,LOS ANGELES,CA,90034,0,GPO,GPO Acct.
MARY BERRESFORD,72608,SANFORD MED CENTER SD,72608,SANFORD MED CENTER SD,798227,SANFRD BEMIDJI MC PHS MPB,Active,SECONDARY,8545,8000|8545,FS7880683,1233 34TH ST NW STE A,BEMIDJI,MN,56601,DSH240100,PHS,PHS/340B Acct
MARY BERRESFORD,72608,SANFORD MED CENTER SD,72608,SANFORD MED CENTER SD,798228,SANFRD BEMIDJI WACA34 MPB,Active,SECONDARY,8545,8000|8545,FS7880683,1233 34TH ST NW STE A,BEMIDJI,MN,56601,DSH240100,WAC,WAC Acct.
KATY MCCASH,2561,HONOR HEALTH AZ,2561,HONOR HEALTH AZ,799896,OPTUM702 IN/J LINCOLN PHS,Active,SECONDARY,8545,8000|8545,FB4247943,1050 PATROL RD,JEFFERSONVILLE,IN,47130,DSH030014,PHS,PHS Contract Pharmacy
MARY BERRESFORD,332,FREEMAN HLTH SYSTEM MO (PHS),332,FREEMAN HLTH SYSTEM MO (PHS),799984,CAREMARK KS SP/FREEMN PHS,Active,SECONDARY,8545,8000|8545,BL7438941,11162 RENNER BLVD,LENEXA,KS,66219,DSH260137,PHS,PHS Contract Pharmacy
MARY BERRESFORD,332,FREEMAN HLTH SYSTEM MO (PHS),332,FREEMAN HLTH SYSTEM MO (PHS),799986,CAREMARK NJ SP/FREEMN PHS,Active,SECONDARY,8545,8000|8545,FC0275304,180 PASSAIC AVE,FAIRFIELD,NJ,7004,DSH260137,PHS,PHS Contract Pharmacy
MARY BERRESFORD,332,FREEMAN HLTH SYSTEM MO (PHS),332,FREEMAN HLTH SYSTEM MO (PHS),799988,CAREMARK IL SP/FREEMN PHS,Active,SECONDARY,8545,8000|8545,FC0059736,800 BIERMANN CT STE B,MOUNT PROSPECT,IL,60056,DSH260137,PHS,PHS Contract Pharmacy
MARY BERRESFORD,332,FREEMAN HLTH SYSTEM MO (PHS),332,FREEMAN HLTH SYSTEM MO (PHS),799989,CAREMARK TN SP/FREEMN PHS,Active,SECONDARY,8545,8000|8545,BC9505960,8370 WOLF LAKE DR STE 107,BARTLETT,TN,38133,DSH260137,PHS,PHS Contract Pharmacy
MARY BERRESFORD,332,FREEMAN HLTH SYSTEM MO (PHS),332,FREEMAN HLTH SYSTEM MO (PHS),799990,CVS CRMRK2921/FREEMAN PHS,Active,SECONDARY,8545,8000|8545,BS6907224,105 MALL BLVD,MONROEVILLE,PA,15146,DSH260137,PHS,PHS Contract Pharmacy
BENNETT CORLEY,1830,NEW YORK PRESBYTERIAN HOSP NY,1830,NEW YORK PRESBYTERIAN HOSP NY,800480,CAREMARK NJ SPC/NYPH  PHS,Active,SECONDARY,8545,8000|8545,FC0275304,180 PASSAIC AVE,FAIRFIELD,NJ,7004,DSH330101,PHS,PHS Contract Pharmacy
BENNETT CORLEY,1830,NEW YORK PRESBYTERIAN HOSP NY,1830,NEW YORK PRESBYTERIAN HOSP NY,800488,CVS CRMRK2921/NY PRES PHS,Active,SECONDARY,8545,8000|8545,BS6907224,105 MALL BLVD,MONROEVILLE,PA,15146,DSH330101,PHS,PHS Contract Pharmacy
MARY BERRESFORD,1694,BETH ISRAEL MEDICAL NY,1694,BETH ISRAEL MEDICAL NY,800759,CAREMARK NJ SPC/STLRV PHS,Active,SECONDARY,8545,8000|8545,FC0275304,180 PASSAIC AVE,FAIRFIELD,NJ,7004,DSH330046,PHS,PHS Contract Pharmacy
MARY BERRESFORD,1694,BETH ISRAEL MEDICAL NY,1694,BETH ISRAEL MEDICAL NY,800801,CAREMARK IL SPC/STLRV PHS,Active,SECONDARY,8545,8000|8545,FC0059736,800 BIERMANN CT STE B,MOUNT PROSPECT,IL,60056,DSH330046,PHS,PHS Contract Pharmacy
MARY BERRESFORD,1694,BETH ISRAEL MEDICAL NY,1694,BETH ISRAEL MEDICAL NY,800803,CAREPLUS CVS2919/SLRV PHS,Active,SECONDARY,8545,8000|8545,BC7000603,126 EIGHTH AVE,NEW YORK,NY,10011,DSH330046,PHS,PHS Contract Pharmacy
MARY BERRESFORD,542,MOUNT SINAI HOSP NY,542,MOUNT SINAI HOSP NY,801237,ACCREDO NCS/MNT SINAI PHS,Active,SECONDARY,8545,8000|8545,FA5306128,2 BOULDEN CIRCLE STE 1,NEW CASTLE,DE,19720,DSH330024,PHS,PHS Contract Pharmacy
MARY BERRESFORD,180,UNIVERSITY OF ARKANSAS AR,180,UNIVERSITY OF ARKANSAS AR,801567,CAREMARK KS SPC/UOFAR PHS,Active,SECONDARY,8545,8000|8545,BL7438941,11162 RENNER BLVD,LENEXA,KS,66219,DSH040016,PHS,PHS Contract Pharmacy
MARY BERRESFORD,180,UNIVERSITY OF ARKANSAS AR,180,UNIVERSITY OF ARKANSAS AR,801606,CAREMARK NJ SPC/UOFAR PHS,Active,SECONDARY,8545,8000|8545,FC0275304,180 PASSAIC AVE,FAIRFIELD,NJ,7004,DSH040016,PHS,PHS Contract Pharmacy
MARY BERRESFORD,180,UNIVERSITY OF ARKANSAS AR,180,UNIVERSITY OF ARKANSAS AR,801607,CAREMARK IL SPC/UOFAR PHS,Active,SECONDARY,8545,8000|8545,FC0059736,800 BIERMANN CT STE B,MOUNT PROSPECT,IL,60056,DSH040016,PHS,PHS Contract Pharmacy
KATY MCCASH,40461,PRISMA HEALTH,40461,PRISMA HEALTH,801705,PRISMAHL/GMH PHS,Active,SECONDARY,8545,8000|8545,FU7245536,845 S BUNCOMBE RD STE D,GREER,SC,29650,DSH420078,PHS,PHS Contract Pharmacy
BENNETT CORLEY,372,UNIV OF MICHIGAN,372,UNIV OF MICHIGAN,802262,CAREMARK KS SPC/UMICH PHS,Active,SECONDARY,8545,8000|8545,BL7438941,11162 RENNER BLVD,LENEXA,KS,66219,DSH230046,PHS,PHS Contract Pharmacy
KATY MCCASH,1645,LOYOLA UNIV MED CTR IL,1645,LOYOLA UNIV MED CTR IL,802393,EXPR SCRPT BUR/LOYOLA PHS,Active,SECONDARY,8545,8000|8545,FE4492738,2040 ROUTE 130 N,BURLINGTON,NJ,8016,DSH140276,PHS,PHS Contract Pharmacy
BENNETT CORLEY,456,FLETCHER ALLEN HC VT,456,FLETCHER ALLEN HC VT,803183,ONCO360 NHP/UNV VT MC PHS,Active,SECONDARY,8545,8000|8545,BS7713844,1985 MARCUS AVE STE 120,NEW HYDE PARK,NY,11042,DSH470003,PHS,PHS Contract Pharmacy
BENNETT CORLEY,372,UNIV OF MICHIGAN,372,UNIV OF MICHIGAN,803722,ADV CARE SCRPTS/UMICH PHS,Active,SECONDARY,8545,8000|8545,BA9369263,6251 CHANCELLOR DR #101,ORLANDO,FL,32809,DSH230046,PHS,PHS Contract Pharmacy
BENNETT CORLEY,73161,SWEDISH MED CTR FIRST HILL,73161,SWEDISH MED CTR FIRST HILL,805293,SWEDISH EDMONDS PHS MPB,Active,SECONDARY,8545,8000|8545,FS2212354,21601 76TH AVE WEST,EDMONDS,WA,98026,DSH500026,PHS,PHS/340B Acct
MARY BERRESFORD,30056,GOOD SAM HOSP SUFFERN NY,2255,KLICKITAT VALLEY HEALTH WA,805780,CASCADE GEN HOSP PHCY MPB,Active,SECONDARY,8545,8000|8545,AC0977427,817 COMMERCIAL STREET,LEAVENWORTH,WA,98826,0,GPO,GPO Acct.
MARY BERRESFORD,72733,MADISON MEM HOSP ID,72733,MADISON MEM HOSP ID,805902,MADISON MEMORIAL PHS MPB,Active,SECONDARY,8545,8000|8545,AM1615028,450 EAST MAIN STREET,REXBURG,ID,83440,DSH130025,PHS,PHS/340B Acct
MARY BERRESFORD,72733,MADISON MEM HOSP ID,72733,MADISON MEM HOSP ID,805910,MADISON MEM WAC A34 MPB,Active,SECONDARY,8545,8000|8545,AM1615028,450 EAST MAIN STREET,REXBURG,ID,83440,DSH130025,WAC,WAC Acct.
MARY BERRESFORD,2076,YAKIMA VALLEY MEM HOSP WA (PHS,2076,YAKIMA VALLEY MEM HOSP WA (PHS,806183,NSL OP PHS MPB,Active,SECONDARY,8545,8000|8545,BN6967698,808 N 39TH AVE,YAKIMA,WA,98902,DSH500036Y,PHS,PHS/340B Acct
